./sootOutput/sqliteAll.db.apk,android.permission.READ_PHONE_STATE,<android.telephony.TelephonyManager: java.lang.String getDeviceId()>,"<com.android.providers.downloadsmanager.DownloadCompleteReceiver: void onReceive(android.content.Context,android.content.Intent)>",<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getWritableDatabase()>,"<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String)>",<android.content.Intent: java.lang.String getAction()>,<android.content.Intent: void <init>()>,<java.util.Calendar: int get(int)>,<java.util.Calendar: java.util.Calendar getInstance()>,@parameter0: android.content.Context,@parameter1: android.content.Intent
./sootOutput/sqliteAll.db.apk,android.permission.READ_PHONE_STATE,<android.telephony.TelephonyManager: java.lang.String getDeviceId()>,<com.android.providers.downloadsmanager.DownloadManageService: void onCreate()>,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getWritableDatabase()>,"<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String)>",<android.content.Intent: java.lang.String getAction()>,<android.content.Intent: void <init>()>,<java.util.Calendar: int get(int)>,<java.util.Calendar: java.util.Calendar getInstance()>,@parameter0: android.content.Context,@parameter1: android.content.Intent
./sootOutput/sqliteAll.db.apk,android.permission.READ_PHONE_STATE,<android.telephony.TelephonyManager: java.lang.String getDeviceId()>,<com.android.providers.downloadsmanager.DownloadManageService: void <init>()>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.RESTART_PACKAGES,<android.app.ActivityManager: void restartPackage(java.lang.String)>,"<com.ophone.MiniPlayer.lyricsactivity$5: void onClick(android.content.DialogInterface,int)>",,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WRITE_SETTINGS,"<android.media.RingtoneManager: void setActualDefaultRingtoneUri(android.content.Context,int,android.net.Uri)>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>",<android.net.NetworkInfo: java.lang.String getExtraInfo()>,<android.database.Cursor: java.lang.String getString(int)>,"<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>",<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>,"<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>",<android.net.NetworkInfo: java.lang.String getTypeName()>,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WRITE_SETTINGS,"<android.media.RingtoneManager: void setActualDefaultRingtoneUri(android.content.Context,int,android.net.Uri)>",<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WRITE_SETTINGS,"<android.media.RingtoneManager: void setActualDefaultRingtoneUri(android.content.Context,int,android.net.Uri)>",<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WRITE_SETTINGS,"<android.media.RingtoneManager: void setActualDefaultRingtoneUri(android.content.Context,int,android.net.Uri)>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>",,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WRITE_SETTINGS,"<android.media.RingtoneManager: void setActualDefaultRingtoneUri(android.content.Context,int,android.net.Uri)>",<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WRITE_SETTINGS,"<android.media.RingtoneManager: void setActualDefaultRingtoneUri(android.content.Context,int,android.net.Uri)>",<com.ophone.MiniPlayer.MusicActivity: boolean onContextItemSelected(android.view.MenuItem)>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.READ_PHONE_STATE,<android.telephony.TelephonyManager: java.lang.String getDeviceId()>,<com.xxx.yyy.MyService: void onCreate()>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.READ_PHONE_STATE,<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>,<com.xxx.yyy.MyService: void onCreate()>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.ACCESS_NETWORK_STATE,<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>,"<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>",,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WAKE_LOCK,<android.media.MediaPlayer: void release()>,<com.ophone.MiniPlayer.MyPlayerService: void onDestroy()>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WAKE_LOCK,<android.media.MediaPlayer: void stop()>,<com.ophone.MiniPlayer.MyPlayerService$4: void onCompletion(android.media.MediaPlayer)>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.WAKE_LOCK,<android.media.MediaPlayer: void stop()>,<com.ophone.MiniPlayer.MyPlayerService$5: void onCompletion(android.media.MediaPlayer)>,,,,,,,,
./sootOutput/09b143b430e836c513279c0209b7229a4d29a18c.apk,android.permission.INTERNET,<java.net.URL: java.io.InputStream openStream()>,"<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>",<android.net.NetworkInfo: java.lang.String getExtraInfo()>,<android.database.Cursor: java.lang.String getString(int)>,"<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>",<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>,"<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>",<android.net.NetworkInfo: java.lang.String getTypeName()>,
